powiat_code,voivodeship_code,powiat_name,lat,lon
0601,06,powiat lubelskie-południowy-01,50.83899,22.41353
0602,06,powiat lubelskie-wschodni-02,51.51932,21.64997
0603,06,powiat lubelskie-zachodni-03,51.36508,22.73075
0604,06,powiat lubelskie-centralny-04,50.97422,21.80467
0605,06,powiat lubelskie-miejski-05,51.22741,22.30878
0606,06,powiat lubelskie-północny-06,51.28842,22.61202
0607,06,powiat lubelskie-południowy-07,51.80868,22.46835
0608,06,powiat lubelskie-wschodni-08,50.81107,22.6986
0609,06,powiat lubelskie-zachodni-09,51.2836,23.34755
0610,06,powiat lubelskie-centralny-10,51.51734,22.79628
0611,06,powiat lubelskie-miejski-11,51.75606,21.94618
0612,06,powiat lubelskie-północny-12,50.95689,22.09038
0613,06,powiat lubelskie-południowy-13,51.05187,21.84282
0614,06,powiat lubelskie-wschodni-14,51.44136,22.47778
0615,06,powiat lubelskie-zachodni-15,50.64109,22.04143
0616,06,powiat lubelskie-centralny-16,51.31914,23.06097
0617,06,powiat lubelskie-miejski-17,51.95876,24.20262
0618,06,powiat lubelskie-północny-18,51.35748,22.05575
0619,06,powiat lubelskie-południowy-19,50.38982,22.74724
0620,06,powiat lubelskie-wschodni-20,50.89108,22.37155
0621,06,powiat lubelskie-zachodni-21,50.9674,22.52257
0622,06,powiat lubelskie-centralny-22,51.60507,22.68638
0623,06,powiat lubelskie-miejski-23,51.13972,22.03039
0624,06,powiat lubelskie-północny-24,50.56362,22.33253
0801,08,powiat lubuskie-południowy-01,52.17956,16.47236
0802,08,powiat lubuskie-wschodni-02,52.2495,16.04051
0803,08,powiat lubuskie-zachodni-03,52.01027,14.84828
0804,08,powiat lubuskie-centralny-04,51.83326,15.10113
0805,08,powiat lubuskie-miejski-05,53.00882,15.04824
0806,08,powiat lubuskie-północny-06,52.51863,15.00339
0807,08,powiat lubuskie-południowy-07,52.554,15.71172
0808,08,powiat lubuskie-wschodni-08,52.14048,15.47758
0809,08,powiat lubuskie-zachodni-09,51.95118,15.74534
0810,08,powiat lubuskie-centralny-10,52.02711,14.82592
0811,08,powiat lubuskie-miejski-11,51.71438,15.59492
0812,08,powiat lubuskie-północny-12,52.80005,15.588
0813,08,powiat lubuskie-południowy-13,52.15492,15.6572
0814,08,powiat lubuskie-wschodni-14,52.69628,15.62066
1001,10,powiat łódzkie-południowy-01,51.64385,20.10846
1002,10,powiat łódzkie-wschodni-02,51.96293,20.34467
1003,10,powiat łódzkie-zachodni-03,51.86963,18.82654
1004,10,powiat łódzkie-centralny-04,51.2801,20.40801
1005,10,powiat łódzkie-miejski-05,52.45499,19.40126
1006,10,powiat łódzkie-północny-06,51.65439,20.30379
1007,10,powiat łódzkie-południowy-07,51.37932,19.0079
1008,10,powiat łódzkie-wschodni-08,52.04446,19.28297
1009,10,powiat łódzkie-zachodni-09,51.79805,19.41011
1010,10,powiat łódzkie-centralny-10,51.92828,20.27412
1011,10,powiat łódzkie-miejski-11,51.83442,19.85417
1012,10,powiat łódzkie-północny-12,51.02093,19.4732
1013,10,powiat łódzkie-południowy-13,51.47957,18.82965
1014,10,powiat łódzkie-wschodni-14,51.4663,19.31623
1015,10,powiat łódzkie-zachodni-15,52.14804,18.77048
1016,10,powiat łódzkie-centralny-16,51.81164,19.23371
1017,10,powiat łódzkie-miejski-17,51.67548,20.05152
1018,10,powiat łódzkie-północny-18,52.00448,20.23557
1019,10,powiat łódzkie-południowy-19,51.74129,19.11723
1020,10,powiat łódzkie-wschodni-20,51.71493,19.63337
1021,10,powiat łódzkie-zachodni-21,51.8671,18.90359
1022,10,powiat łódzkie-centralny-22,51.83439,19.62553
1023,10,powiat łódzkie-miejski-23,52.75664,20.53226
1024,10,powiat łódzkie-północny-24,51.47577,19.34194
1201,12,powiat małopolskie-południowy-01,49.54389,19.57511
1202,12,powiat małopolskie-wschodni-02,50.21993,20.56322
1203,12,powiat małopolskie-zachodni-03,49.82295,19.54022
1204,12,powiat małopolskie-centralny-04,49.28403,19.81053
1205,12,powiat małopolskie-miejski-05,49.69628,19.60881
1206,12,powiat małopolskie-północny-06,49.76679,19.84816
1207,12,powiat małopolskie-południowy-07,49.43206,19.09313
1208,12,powiat małopolskie-wschodni-08,50.90911,19.19192
1209,12,powiat małopolskie-zachodni-09,49.68322,20.9103
1210,12,powiat małopolskie-centralny-10,51.20393,19.25564
1211,12,powiat małopolskie-miejski-11,49.96007,20.08786
1212,12,powiat małopolskie-północny-12,50.75691,19.35723
1213,12,powiat małopolskie-południowy-13,50.00679,20.32754
1214,12,powiat małopolskie-wschodni-14,50.26521,19.69311
1215,12,powiat małopolskie-zachodni-15,50.04915,19.14381
1216,12,powiat małopolskie-centralny-16,50.00949,19.75349
1217,12,powiat małopolskie-miejski-17,50.18822,19.59457
1218,12,powiat małopolskie-północny-18,50.27918,20.45699
1219,12,powiat małopolskie-południowy-19,50.15906,20.09347
1220,12,powiat małopolskie-wschodni-20,50.1202,19.90005
1221,12,powiat małopolskie-zachodni-21,49.82581,20.07407
1222,12,powiat małopolskie-centralny-22,50.06303,21.05124
1401,14,powiat mazowieckie-południowy-01,52.79787,21.21222
1402,14,powiat mazowieckie-wschodni-02,51.91004,20.38817
1403,14,powiat mazowieckie-zachodni-03,52.65263,21.14451
1404,14,powiat mazowieckie-centralny-04,52.38245,20.04048
1405,14,powiat mazowieckie-miejski-05,52.55243,21.24993
1406,14,powiat mazowieckie-północny-06,51.77804,20.74066
1407,14,powiat mazowieckie-południowy-07,52.30021,21.02886
1408,14,powiat mazowieckie-wschodni-08,52.08897,20.94308
1409,14,powiat mazowieckie-zachodni-09,52.10425,21.08391
1410,14,powiat mazowieckie-centralny-10,52.75917,19.58834
1411,14,powiat mazowieckie-miejski-11,52.11,21.09708
1412,14,powiat mazowieckie-północny-12,52.31248,20.79545
1413,14,powiat mazowieckie-południowy-13,51.53245,21.1804
1414,14,powiat mazowieckie-wschodni-14,52.85639,20.15638
1415,14,powiat mazowieckie-zachodni-15,52.52825,20.81931
1416,14,powiat mazowieckie-centralny-16,52.1767,20.42091
1417,14,powiat mazowieckie-miejski-17,52.07291,21.71502
1418,14,powiat mazowieckie-północny-18,52.42141,21.95277
1419,14,powiat mazowieckie-południowy-19,52.64742,21.2415
1420,14,powiat mazowieckie-wschodni-20,52.8627,21.24145
1421,14,powiat mazowieckie-zachodni-21,52.51464,20.83689
1422,14,powiat mazowieckie-centralny-22,52.22529,20.61642
1423,14,powiat mazowieckie-miejski-23,52.57604,20.35193
1424,14,powiat mazowieckie-północny-24,52.49729,20.89514
1425,14,powiat mazowieckie-południowy-25,52.64507,21.41298
1426,14,powiat mazowieckie-wschodni-26,52.89185,21.40193
1427,14,powiat mazowieckie-zachodni-27,51.60262,20.96318
1428,14,powiat mazowieckie-centralny-28,51.75464,20.71495
1429,14,powiat mazowieckie-miejski-29,52.77427,21.35064
1430,14,powiat mazowieckie-północny-30,51.93441,20.44246
1431,14,powiat mazowieckie-południowy-31,52.21246,20.33089
1432,14,powiat mazowieckie-wschodni-32,51.94497,21.17161
1433,14,powiat mazowieckie-zachodni-33,52.63902,21.33482
1434,14,powiat mazowieckie-centralny-34,51.32931,21.1674
1435,14,powiat mazowieckie-miejski-35,52.22737,21.22764
1436,14,powiat mazowieckie-północny-36,52.81416,19.86522
1437,14,powiat mazowieckie-południowy-37,51.97538,21.325
1438,14,powiat mazowieckie-wschodni-38,51.59899,21.81177
1439,14,powiat mazowieckie-zachodni-39,52.33998,21.46562
1440,14,powiat mazowieckie-centralny-40,51.98304,21.44757
1441,14,powiat mazowieckie-miejski-41,52.60602,21.12808
1442,14,powiat mazowieckie-północny-42,52.28907,21.14869
1601,16,powiat opolskie-południowy-01,50.37193,17.81886
1602,16,powiat opolskie-wschodni-02,50.64204,18.11087
1603,16,powiat opolskie-zachodni-03,51.07993,17.31781
1604,16,powiat opolskie-centralny-04,50.6525,18.7148
1605,16,powiat opolskie-miejski-05,50.41744,17.44776
1606,16,powiat opolskie-północny-06,50.77688,18.36441
1607,16,powiat opolskie-południowy-07,50.70434,18.63093
1608,16,powiat opolskie-wschodni-08,51.02558,18.363
1609,16,powiat opolskie-zachodni-09,50.91056,19.18021
1610,16,powiat opolskie-centralny-10,50.62204,16.79806
1611,16,powiat opolskie-miejski-11,51.30962,17.64827
1612,16,powiat opolskie-północny-12,50.74099,18.62025
1801,18,powiat podkarpackie-południowy-01,49.39114,21.31159
1802,18,powiat podkarpackie-wschodni-02,49.39151,21.56323
1803,18,powiat podkarpackie-zachodni-03,50.16706,22.2883
1804,18,powiat podkarpackie-centralny-04,50.10498,21.22298
1805,18,powiat podkarpackie-miejski-05,49.12216,22.02989
1806,18,powiat podkarpackie-północny-06,49.82073,22.25266
1807,18,powiat podkarpackie-południowy-07,50.26674,22.07603
1808,18,powiat podkarpackie-wschodni-08,50.28885,22.12607
1809,18,powiat podkarpackie-zachodni-09,50.20142,21.61243
1810,18,powiat podkarpackie-centralny-10,49.93175,22.10823
1811,18,powiat podkarpackie-miejski-11,50.3118,21.78344
1812,18,powiat podkarpackie-północny-12,50.19804,21.85379
1813,18,powiat podkarpackie-południowy-13,49.95533,22.45624
1814,18,powiat podkarpackie-wschodni-14,49.24264,21.28694
1815,18,powiat podkarpackie-zachodni-15,49.43677,20.71651
1816,18,powiat podkarpackie-centralny-16,49.74226,22.41219
1817,18,powiat podkarpackie-miejski-17,49.89174,22.10878
1818,18,powiat podkarpackie-północny-18,50.4139,22.73023
1819,18,powiat podkarpackie-południowy-19,49.97373,22.74447
1820,18,powiat podkarpackie-wschodni-20,50.03501,21.53943
1821,18,powiat podkarpackie-zachodni-21,49.77413,21.1857
1822,18,powiat podkarpackie-centralny-22,49.66251,21.80309
1823,18,powiat podkarpackie-miejski-23,50.30536,22.94642
1824,18,powiat podkarpackie-północny-24,49.47477,22.21606
1825,18,powiat podkarpackie-południowy-25,49.60459,22.26108
2001,20,powiat podlaskie-południowy-01,53.05019,22.193
2002,20,powiat podlaskie-wschodni-02,53.45275,22.86725
2003,20,powiat podlaskie-zachodni-03,52.89712,22.61164
2004,20,powiat podlaskie-centralny-04,52.85137,23.43534
2005,20,powiat podlaskie-miejski-05,53.02809,23.38076
2006,20,powiat podlaskie-północny-06,53.23753,23.92636
2007,20,powiat podlaskie-południowy-07,52.96974,22.38773
2008,20,powiat podlaskie-wschodni-08,53.50554,23.01768
2009,20,powiat podlaskie-zachodni-09,53.52355,23.41086
2010,20,powiat podlaskie-centralny-10,53.05017,23.39183
2011,20,powiat podlaskie-miejski-11,53.84138,24.34234
2012,20,powiat podlaskie-północny-12,53.12636,23.2881
2013,20,powiat podlaskie-południowy-13,53.50897,22.73489
2014,20,powiat podlaskie-wschodni-14,53.22657,23.18578
2015,20,powiat podlaskie-zachodni-15,53.21929,22.74165
2016,20,powiat podlaskie-centralny-16,52.49596,22.05986
2017,20,powiat podlaskie-miejski-17,52.67539,22.94773
2201,22,powiat pomorskie-południowy-01,54.28859,19.66548
2202,22,powiat pomorskie-wschodni-02,54.82028,18.07085
2203,22,powiat pomorskie-zachodni-03,54.53213,18.37611
2204,22,powiat pomorskie-centralny-04,54.29194,18.70193
2205,22,powiat pomorskie-miejski-05,54.63529,18.41341
2206,22,powiat pomorskie-północny-06,54.80426,17.97193
2207,22,powiat pomorskie-południowy-07,54.40241,20.02872
2208,22,powiat pomorskie-wschodni-08,54.48477,19.38827
2209,22,powiat pomorskie-zachodni-09,54.43478,18.91943
2210,22,powiat pomorskie-centralny-10,54.37842,18.50628
2211,22,powiat pomorskie-miejski-11,54.1038,18.83667
2212,22,powiat pomorskie-północny-12,54.07642,18.96607
2213,22,powiat pomorskie-południowy-13,54.81241,18.80159
2214,22,powiat pomorskie-wschodni-14,54.29123,18.84968
2215,22,powiat pomorskie-zachodni-15,54.2827,19.11455
2216,22,powiat pomorskie-centralny-16,53.70407,18.41542
2217,22,powiat pomorskie-miejski-17,53.64349,17.77772
2218,22,powiat pomorskie-północny-18,54.91827,19.09235
2219,22,powiat pomorskie-południowy-19,54.1266,17.77362
2220,22,powiat pomorskie-wschodni-20,53.27348,18.30108
2401,24,powiat śląskie-południowy-01,51.21976,19.23919
2402,24,powiat śląskie-wschodni-02,50.08736,19.25579
2403,24,powiat śląskie-zachodni-03,49.70684,18.83647
2404,24,powiat śląskie-centralny-04,50.3378,18.95264
2405,24,powiat śląskie-miejski-05,50.60051,19.18955
2406,24,powiat śląskie-północny-06,50.55396,18.6214
2407,24,powiat śląskie-południowy-07,50.64117,19.89592
2408,24,powiat śląskie-wschodni-08,49.93134,18.51177
2409,24,powiat śląskie-zachodni-09,50.8076,18.89476
2410,24,powiat śląskie-centralny-10,50.83345,18.75661
2411,24,powiat śląskie-miejski-11,50.85292,19.07232
2412,24,powiat śląskie-północny-12,50.39813,19.86059
2413,24,powiat śląskie-południowy-13,50.16253,18.48238
2414,24,powiat śląskie-wschodni-14,50.12955,19.24878
2415,24,powiat śląskie-zachodni-15,49.70501,19.35061
2416,24,powiat śląskie-centralny-16,50.09527,19.6313
2417,24,powiat śląskie-miejski-17,49.39018,18.56739
2418,24,powiat śląskie-północny-18,49.65914,18.54557
2419,24,powiat śląskie-południowy-19,50.39411,18.90143
2420,24,powiat śląskie-wschodni-20,50.20372,18.91245
2421,24,powiat śląskie-zachodni-21,50.37729,18.44531
2422,24,powiat śląskie-centralny-22,50.5686,19.36447
2423,24,powiat śląskie-miejski-23,50.44631,19.30609
2424,24,powiat śląskie-północny-24,50.41264,20.11929
2425,24,powiat śląskie-południowy-25,50.2669,18.8311
2426,24,powiat śląskie-wschodni-26,50.01366,18.43226
2427,24,powiat śląskie-zachodni-27,49.8271,18.51116
2428,24,powiat śląskie-centralny-28,50.27314,19.18386
2429,24,powiat śląskie-miejski-29,50.31943,18.57896
2430,24,powiat śląskie-północny-30,50.64207,19.40668
2431,24,powiat śląskie-południowy-31,50.23933,18.6409
2432,24,powiat śląskie-wschodni-32,50.5084,19.10339
2433,24,powiat śląskie-zachodni-33,49.74971,18.96261
2434,24,powiat śląskie-centralny-34,50.39957,18.50517
2435,24,powiat śląskie-miejski-35,50.37214,18.19985
2436,24,powiat śląskie-północny-36,50.80775,19.68637
2601,26,powiat świętokrzyskie-południowy-01,50.80404,20.7999
2602,26,powiat świętokrzyskie-wschodni-02,49.98423,19.96401
2603,26,powiat świętokrzyskie-zachodni-03,50.78836,20.01033
2604,26,powiat świętokrzyskie-centralny-04,51.17147,21.69851
2605,26,powiat świętokrzyskie-miejski-05,50.45289,20.1394
2606,26,powiat świętokrzyskie-północny-06,50.98947,21.48611
2607,26,powiat świętokrzyskie-południowy-07,50.4355,20.73697
2608,26,powiat świętokrzyskie-wschodni-08,51.59209,19.69153
2609,26,powiat świętokrzyskie-zachodni-09,50.41319,20.36702
2610,26,powiat świętokrzyskie-centralny-10,50.70218,21.04693
2611,26,powiat świętokrzyskie-miejski-11,50.99183,19.62377
2612,26,powiat świętokrzyskie-północny-12,51.09586,20.28235
2613,26,powiat świętokrzyskie-południowy-13,51.38429,20.25483
2614,26,powiat świętokrzyskie-wschodni-14,50.65809,20.89762
2801,28,powiat warmińsko-mazurskie-południowy-01,54.08991,20.74645
2802,28,powiat warmińsko-mazurskie-wschodni-02,53.15947,20.79592
2803,28,powiat warmińsko-mazurskie-zachodni-03,53.40696,20.6294
2804,28,powiat warmińsko-mazurskie-centralny-04,53.25898,20.74548
2805,28,powiat warmińsko-mazurskie-miejski-05,53.49349,19.79455
2806,28,powiat warmińsko-mazurskie-północny-06,54.07125,20.6329
2807,28,powiat warmińsko-mazurskie-południowy-07,53.56669,21.29815
2808,28,powiat warmińsko-mazurskie-wschodni-08,53.63255,20.51766
2809,28,powiat warmińsko-mazurskie-zachodni-09,53.90219,20.15918
2810,28,powiat warmińsko-mazurskie-centralny-10,53.97903,20.2066
2811,28,powiat warmińsko-mazurskie-miejski-11,53.64358,21.24945
2812,28,powiat warmińsko-mazurskie-północny-12,53.40458,19.17297
2813,28,powiat warmińsko-mazurskie-południowy-13,54.41216,21.90213
2814,28,powiat warmińsko-mazurskie-wschodni-14,53.646,19.43474
2815,28,powiat warmińsko-mazurskie-zachodni-15,53.68202,20.34258
2816,28,powiat warmińsko-mazurskie-centralny-16,53.72783,19.88764
2817,28,powiat warmińsko-mazurskie-miejski-17,54.02023,20.78848
2818,28,powiat warmińsko-mazurskie-północny-18,53.23213,20.88456
2819,28,powiat warmińsko-mazurskie-południowy-19,54.58002,20.59458
2820,28,powiat warmińsko-mazurskie-wschodni-20,53.67182,20.4219
2821,28,powiat warmińsko-mazurskie-zachodni-21,54.0338,19.54813
3001,30,powiat wielkopolskie-południowy-01,52.46247,16.68524
3002,30,powiat wielkopolskie-wschodni-02,53.10217,16.8042
3003,30,powiat wielkopolskie-zachodni-03,53.0338,16.29294
3004,30,powiat wielkopolskie-centralny-04,52.62316,17.07567
3005,30,powiat wielkopolskie-miejski-05,52.06976,16.99757
3006,30,powiat wielkopolskie-północny-06,52.86076,16.72191
3007,30,powiat wielkopolskie-południowy-07,51.75705,16.89034
3008,30,powiat wielkopolskie-wschodni-08,52.05708,16.71171
3009,30,powiat wielkopolskie-zachodni-09,52.369,15.96189
3010,30,powiat wielkopolskie-centralny-10,51.78605,17.16514
3011,30,powiat wielkopolskie-miejski-11,52.20137,15.48939
3012,30,powiat wielkopolskie-północny-12,52.69824,17.0498
3013,30,powiat wielkopolskie-południowy-13,52.12873,16.17574
3014,30,powiat wielkopolskie-wschodni-14,52.71761,17.09214
3015,30,powiat wielkopolskie-zachodni-15,53.30539,17.1311
3016,30,powiat wielkopolskie-centralny-16,52.54733,16.80819
3017,30,powiat wielkopolskie-miejski-17,52.71037,17.2438
3018,30,powiat wielkopolskie-północny-18,52.87566,16.61327
3019,30,powiat wielkopolskie-południowy-19,52.23455,16.63649
3020,30,powiat wielkopolskie-wschodni-20,52.7005,17.72411
3021,30,powiat wielkopolskie-zachodni-21,52.22564,16.66637
3022,30,powiat wielkopolskie-centralny-22,52.51935,16.76483
3023,30,powiat wielkopolskie-miejski-23,52.76178,15.66152
3024,30,powiat wielkopolskie-północny-24,52.08585,16.46967
3025,30,powiat wielkopolskie-południowy-25,51.51826,16.37
3026,30,powiat wielkopolskie-wschodni-26,52.05224,16.78939
3027,30,powiat wielkopolskie-zachodni-27,52.82293,16.76522
3028,30,powiat wielkopolskie-centralny-28,52.00829,16.86868
3029,30,powiat wielkopolskie-miejski-29,52.79869,16.36322
3030,30,powiat wielkopolskie-północny-30,52.05398,17.2072
3031,30,powiat wielkopolskie-południowy-31,52.31582,17.25612
3032,30,powiat wielkopolskie-wschodni-32,52.39481,17.28592
3033,30,powiat wielkopolskie-zachodni-33,52.00667,16.89335
3034,30,powiat wielkopolskie-centralny-34,52.31994,16.23126
3035,30,powiat wielkopolskie-miejski-35,51.80588,17.27716
3201,32,powiat zachodniopomorskie-południowy-01,53.26664,14.03775
3202,32,powiat zachodniopomorskie-wschodni-02,53.36345,15.22041
3203,32,powiat zachodniopomorskie-zachodni-03,52.53332,13.77685
3204,32,powiat zachodniopomorskie-centralny-04,53.0493,15.40365
3205,32,powiat zachodniopomorskie-miejski-05,53.50738,15.02202
3206,32,powiat zachodniopomorskie-północny-06,52.96674,13.98426
3207,32,powiat zachodniopomorskie-południowy-07,53.57017,14.63205
3208,32,powiat zachodniopomorskie-wschodni-08,53.60852,14.49678
3209,32,powiat zachodniopomorskie-zachodni-09,53.50569,14.68697
3210,32,powiat zachodniopomorskie-centralny-10,53.69555,15.04385
3211,32,powiat zachodniopomorskie-miejski-11,52.78445,13.364
3212,32,powiat zachodniopomorskie-północny-12,53.78066,15.25325
3213,32,powiat zachodniopomorskie-południowy-13,53.01216,13.57709
3214,32,powiat zachodniopomorskie-wschodni-14,53.43763,15.11196
3215,32,powiat zachodniopomorskie-zachodni-15,54.08309,14.88396
3216,32,powiat zachodniopomorskie-centralny-16,53.25875,14.10878
3217,32,powiat zachodniopomorskie-miejski-17,53.40435,14.4354
3218,32,powiat zachodniopomorskie-północny-18,53.01427,15.72682
3219,32,powiat zachodniopomorskie-południowy-19,54.07836,15.22483
3220,32,powiat zachodniopomorskie-wschodni-20,53.05008,15.07026
3221,32,powiat zachodniopomorskie-zachodni-21,53.64306,14.8434
