node_id,node_name,system_code,system_group,node_type,gmina_code,powiat_code,voivodeship_code,lat,lon,elevation_m,operator_name,ownership,criticality_class,criticality_score,population_served,backup_type,autonomy_hours,fuel_reserve_hours,in_flood_zone,restore_hours,on_ci_register,spo10_agreement,last_exercise_date,in_degree,out_degree,power_suppliers,single_source_power,no_backup,fragility_score
IK-01-00011,stacja NN 400/220 kV podkarpackie-miejski-17-05-00011,IK01,energy,stacja NN 400/220 kV,1817005,1817,18,49.83398,22.32086,183.6,Gazoprzesył S.A. (fikc.),publiczna,K1,86.1,644485,dual_feed,0.0,0.0,0,32.3,1,1,2026-07-04,2,12,2,0,0,49.44
IK-01-00012,stacja NN 400/220 kV wielkopolskie-centralny-04-02-00012,IK01,energy,stacja NN 400/220 kV,3004002,3004,30,52.53526,17.08421,95.8,Operator Przesyłowy S.A. (fikc.),prywatna,K1,99.0,797956,dual_feed,0.0,0.0,0,46.1,0,1,2023-10-05,2,6,2,0,0,54.6
IK-01-00013,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,IK01,energy,stacja NN 400/220 kV,0215006,0215,02,51.18223,16.89,187.8,Paliwa Krajowe S.A. (fikc.),publiczna,K1,93.9,382971,dual_feed,0.0,0.0,1,34.5,1,1,2025-09-28,2,22,2,0,0,52.559999999999995
IK-01-00014,stacja NN 400/220 kV podkarpackie-zachodni-15-05-00014,IK01,energy,stacja NN 400/220 kV,1815005,1815,18,49.41053,20.56986,61.3,Gazoprzesył S.A. (fikc.),prywatna,K1,97.6,749049,dual_feed,0.0,0.0,0,42.2,1,1,2023-11-02,2,1,2,0,0,54.04
IK-01-00015,stacja NN 400/220 kV zachodniopomorskie-południowy-07-06-00015,IK01,energy,stacja NN 400/220 kV,3207006,3207,32,53.61449,14.71063,166.6,Paliwa Krajowe S.A. (fikc.),publiczna,K1,91.7,1455144,dual_feed,0.0,0.0,0,28.6,0,1,2024-04-03,2,9,2,0,0,51.68000000000001
IK-01-00016,stacja NN 400/220 kV opolskie-południowy-01-01-00016,IK01,energy,stacja NN 400/220 kV,1601001,1601,16,50.31155,17.76175,191.9,Operator Przesyłowy S.A. (fikc.),prywatna,K1,93.1,1492618,dual_feed,0.0,0.0,1,39.1,1,1,2026-07-23,2,9,2,0,0,52.239999999999995
IK-01-00017,stacja NN 400/220 kV wielkopolskie-centralny-28-01-00017,IK01,energy,stacja NN 400/220 kV,3028001,3028,30,52.02115,17.05868,242.9,OSD Południe (fikc.),prywatna,K1,97.0,2129342,dual_feed,0.0,0.0,0,15.6,1,1,2023-12-19,2,2,2,0,0,53.800000000000004
IK-01-00018,stacja NN 400/220 kV opolskie-wschodni-02-02-00018,IK01,energy,stacja NN 400/220 kV,1602002,1602,16,50.74073,18.12567,200.3,Paliwa Krajowe S.A. (fikc.),publiczna,K1,99.0,691808,dual_feed,0.0,0.0,0,27.0,1,1,2026-06-17,2,3,2,0,0,54.6
IK-01-00019,stacja NN 400/220 kV świętokrzyskie-miejski-05-04-00019,IK01,energy,stacja NN 400/220 kV,2605004,2605,26,50.45554,20.0601,86.0,Gazoprzesył S.A. (fikc.),prywatna,K1,99.0,1315576,dual_feed,0.0,0.0,0,24.4,1,1,2023-08-23,2,6,2,0,0,54.6
IK-01-00020,stacja NN 400/220 kV mazowieckie-południowy-37-02-00020,IK01,energy,stacja NN 400/220 kV,1437002,1437,14,51.91686,21.13981,187.2,OSD Południe (fikc.),prywatna,K1,97.6,1734481,dual_feed,0.0,0.0,0,36.8,1,1,2025-07-30,2,11,2,0,0,54.04
IK-01-00021,stacja NN 400/220 kV pomorskie-północny-18-05-00021,IK01,energy,stacja NN 400/220 kV,2218005,2218,22,54.79492,18.83765,202.4,OSD Południe (fikc.),prywatna,K1,93.1,1066954,dual_feed,0.0,0.0,0,17.1,1,1,2026-08-04,2,6,2,0,0,52.239999999999995
IK-01-00022,stacja NN 400/220 kV pomorskie-północny-12-05-00022,IK01,energy,stacja NN 400/220 kV,2212005,2212,22,54.04659,18.99424,57.1,Paliwa Krajowe S.A. (fikc.),prywatna,K1,99.0,1939274,dual_feed,0.0,0.0,0,16.7,1,1,2024-05-17,2,11,2,0,0,54.6
IK-01-00023,stacja NN 400/220 kV opolskie-zachodni-03-03-00023,IK01,energy,stacja NN 400/220 kV,1603003,1603,16,51.10968,17.38741,200.2,Paliwa Krajowe S.A. (fikc.),prywatna,K1,88.8,487132,dual_feed,0.0,0.0,1,31.5,0,1,2025-05-06,2,8,2,0,0,50.519999999999996
IK-01-00024,stacja NN 400/220 kV zachodniopomorskie-miejski-17-05-00024,IK01,energy,stacja NN 400/220 kV,3217005,3217,32,53.50709,14.24843,255.2,OSD Południe (fikc.),publiczna,K1,99.0,679058,dual_feed,0.0,0.0,0,44.4,1,1,2026-03-11,2,6,2,0,0,54.6
IK-01-00025,stacja NN 400/220 kV kujawsko-pomorskie-wschodni-02-05-00025,IK01,energy,stacja NN 400/220 kV,0402005,0402,04,53.13651,18.64219,155.9,Operator Przesyłowy S.A. (fikc.),prywatna,K1,96.1,1001479,dual_feed,0.0,0.0,0,20.0,1,1,2024-12-31,2,6,2,0,0,53.44
IK-01-00026,stacja NN 400/220 kV dolnośląskie-miejski-23-07-00026,IK01,energy,stacja NN 400/220 kV,0223007,0223,02,51.04638,17.34227,294.2,Gazoprzesył S.A. (fikc.),prywatna,K1,90.5,786829,dual_feed,0.0,0.0,1,19.2,1,1,2025-05-19,2,18,2,0,0,51.2
IK-01-00027,stacja NN 400/220 kV opolskie-południowy-01-03-00027,IK01,energy,stacja NN 400/220 kV,1601003,1601,16,50.32839,17.81772,164.1,Operator Przesyłowy S.A. (fikc.),publiczna,K2,78.8,881713,dual_feed,0.0,0.0,1,8.9,1,0,2024-04-08,2,9,2,0,0,46.52
IK-01-00028,stacja NN 400/220 kV małopolskie-miejski-17-01-00028,IK01,energy,stacja NN 400/220 kV,1217001,1217,12,50.16893,19.77951,119.1,Gazoprzesył S.A. (fikc.),prywatna,K1,89.1,543232,dual_feed,0.0,0.0,0,48.3,1,1,2024-11-10,2,2,2,0,0,50.63999999999999
IK-01-00029,stacja NN 400/220 kV dolnośląskie-centralny-16-05-00029,IK01,energy,stacja NN 400/220 kV,0216005,0216,02,52.01177,16.74562,149.7,OSD Zachód (fikc.),prywatna,K1,99.0,1055334,dual_feed,0.0,0.0,1,28.7,1,1,2026-08-16,2,0,2,0,0,54.6
IK-01-00030,stacja NN 400/220 kV łódzkie-północny-24-06-00030,IK01,energy,stacja NN 400/220 kV,1024006,1024,10,51.61797,19.58218,302.7,OSD Południe (fikc.),prywatna,K1,99.0,588995,dual_feed,0.0,0.0,0,28.2,1,1,2023-11-28,2,8,2,0,0,54.6
IK-01-00031,stacja NN 400/220 kV małopolskie-miejski-11-01-00031,IK01,energy,stacja NN 400/220 kV,1211001,1211,12,49.93729,20.05331,140.9,Operator Przesyłowy S.A. (fikc.),publiczna,K1,83.6,741404,dual_feed,0.0,0.0,0,22.0,1,1,2025-09-11,2,4,2,0,0,48.44
IK-01-00032,stacja NN 400/220 kV śląskie-miejski-11-05-00032,IK01,energy,stacja NN 400/220 kV,2411005,2411,24,51.00092,18.94588,75.4,Operator Przesyłowy S.A. (fikc.),prywatna,K1,95.3,528801,dual_feed,0.0,0.0,0,9.2,1,0,2023-03-30,2,7,2,0,0,53.12
IK-01-00033,stacja NN 400/220 kV opolskie-południowy-07-06-00033,IK01,energy,stacja NN 400/220 kV,1607006,1607,16,50.65318,18.81235,106.5,OSD Zachód (fikc.),prywatna,K1,99.0,333334,dual_feed,0.0,0.0,1,19.6,1,1,2024-12-20,2,9,2,0,0,54.6
IK-01-00034,stacja NN 400/220 kV kujawsko-pomorskie-zachodni-15-04-00034,IK01,energy,stacja NN 400/220 kV,0415004,0415,04,53.0212,18.85594,137.8,OSD Południe (fikc.),publiczna,K1,95.9,804997,dual_feed,0.0,0.0,0,23.4,1,1,2024-12-17,2,10,2,0,0,53.36
IK-01-00035,stacja NN 400/220 kV opolskie-wschodni-08-06-00035,IK01,energy,stacja NN 400/220 kV,1608006,1608,16,50.93075,18.18793,96.3,Operator Przesyłowy S.A. (fikc.),publiczna,K1,94.3,1705209,dual_feed,0.0,0.0,0,21.5,1,0,2026-06-08,2,7,2,0,0,52.72
IK-01-00036,stacja NN 400/220 kV lubuskie-południowy-01-01-00036,IK01,energy,stacja NN 400/220 kV,0801001,0801,08,52.22664,16.53443,151.2,OSD Zachód (fikc.),prywatna,K1,93.5,129195,dual_feed,0.0,0.0,0,33.3,1,1,2025-04-16,2,7,2,0,0,52.400000000000006
IK-01-00037,stacja NN 400/220 kV dolnośląskie-północny-18-04-00037,IK01,energy,stacja NN 400/220 kV,0218004,0218,02,51.36318,17.43546,137.6,Operator Przesyłowy S.A. (fikc.),prywatna,K1,93.0,1944294,dual_feed,0.0,0.0,0,28.0,1,1,2026-07-28,2,13,2,0,0,52.2
IK-01-00038,stacja NN 400/220 kV łódzkie-centralny-22-05-00038,IK01,energy,stacja NN 400/220 kV,1022005,1022,10,51.8935,19.60955,185.0,OSD Zachód (fikc.),prywatna,K1,99.0,652820,dual_feed,0.0,0.0,0,21.9,1,0,2024-07-17,2,6,2,0,0,54.6
IK-01-00039,stacja NN 400/220 kV wielkopolskie-południowy-01-03-00039,IK01,energy,stacja NN 400/220 kV,3001003,3001,30,52.34853,16.38781,159.7,Operator Przesyłowy S.A. (fikc.),prywatna,K1,95.3,456128,dual_feed,0.0,0.0,0,32.2,1,1,2024-12-27,2,4,2,0,0,53.12
IK-01-00040,stacja NN 400/220 kV pomorskie-północny-18-03-00040,IK01,energy,stacja NN 400/220 kV,2218003,2218,22,55.04964,19.34441,186.3,Operator Przesyłowy S.A. (fikc.),prywatna,K1,99.0,214693,dual_feed,0.0,0.0,0,26.7,1,0,2025-03-22,2,3,2,0,0,54.6
IK-01-00041,GPZ 110/SN warmińsko-mazurskie-zachodni-15-05-00041,IK01,energy,GPZ 110/SN,2815005,2815,28,53.71994,20.53437,55.3,OSD Zachód (fikc.),publiczna,K2,69.8,12928,dual_feed,0.0,0.0,0,38.6,0,1,2025-12-09,2,22,2,0,0,42.92
IK-01-00042,GPZ 110/SN dolnośląskie-północny-18-04-00042,IK01,energy,GPZ 110/SN,0218004,0218,02,51.30335,17.52327,178.7,Operator Przesyłowy S.A. (fikc.),publiczna,K2,67.9,85867,dual_feed,0.0,0.0,1,36.5,1,0,2025-04-04,1,11,1,0,0,42.16
IK-01-00043,GPZ 110/SN opolskie-wschodni-08-01-00043,IK01,energy,GPZ 110/SN,1608001,1608,16,51.10989,18.70208,147.9,Operator Przesyłowy S.A. (fikc.),prywatna,K3,56.7,31802,dual_feed,0.0,0.0,0,21.7,0,0,2024-12-21,2,15,2,0,0,37.68
IK-01-00044,GPZ 110/SN lubuskie-wschodni-02-07-00044,IK01,energy,GPZ 110/SN,0802007,0802,08,52.22413,16.24181,109.0,OSD Południe (fikc.),prywatna,K2,73.0,41273,dual_feed,0.0,0.0,0,12.5,1,1,2025-03-13,1,19,1,0,0,44.2
IK-01-00045,GPZ 110/SN opolskie-południowy-07-06-00045,IK01,energy,GPZ 110/SN,1607006,1607,16,50.68437,18.73727,107.0,OSD Południe (fikc.),prywatna,K2,79.7,127504,dual_feed,0.0,0.0,1,24.7,0,0,2023-04-30,1,8,1,0,0,46.88
IK-01-00046,GPZ 110/SN łódzkie-wschodni-14-07-00046,IK01,energy,GPZ 110/SN,1014007,1014,10,51.30952,19.24351,150.6,OSD Zachód (fikc.),prywatna,K2,65.9,84064,dual_feed,0.0,0.0,0,6.7,1,0,2026-06-13,1,8,1,0,0,41.36
IK-01-00047,GPZ 110/SN dolnośląskie-północny-24-04-00047,IK01,energy,GPZ 110/SN,0224004,0224,02,51.4512,16.88847,250.5,OSD Zachód (fikc.),prywatna,K3,51.9,61920,dual_feed,0.0,0.0,0,22.9,0,0,2023-08-20,1,28,1,0,0,35.76
IK-01-00048,GPZ 110/SN lubelskie-wschodni-20-03-00048,IK01,energy,GPZ 110/SN,0620003,0620,06,50.63841,22.57592,180.4,Paliwa Krajowe S.A. (fikc.),prywatna,K2,64.5,134397,dual_feed,0.0,0.0,0,22.0,1,0,2025-04-08,2,3,2,0,0,40.8
IK-01-00049,GPZ 110/SN dolnośląskie-miejski-23-03-00049,IK01,energy,GPZ 110/SN,0223003,0223,02,51.2234,16.91199,211.0,OSD Zachód (fikc.),prywatna,K3,53.5,23985,dual_feed,0.0,0.0,0,27.4,1,0,2023-10-02,2,23,2,0,0,36.4
IK-01-00050,GPZ 110/SN wielkopolskie-zachodni-15-06-00050,IK01,energy,GPZ 110/SN,3015006,3015,30,53.22244,17.3369,40.4,OSD Zachód (fikc.),prywatna,K1,90.6,29294,dual_feed,0.0,0.0,0,27.5,1,1,2023-05-14,1,5,1,0,0,51.239999999999995
IK-01-00051,GPZ 110/SN łódzkie-centralny-16-01-00051,IK01,energy,GPZ 110/SN,1016001,1016,10,52.01019,19.25482,207.1,Paliwa Krajowe S.A. (fikc.),publiczna,K2,77.0,51165,dual_feed,0.0,0.0,0,41.0,1,1,2024-06-14,2,6,2,0,0,45.800000000000004
IK-01-00052,GPZ 110/SN wielkopolskie-centralny-10-02-00052,IK01,energy,GPZ 110/SN,3010002,3010,30,51.9371,17.39865,187.2,Operator Przesyłowy S.A. (fikc.),publiczna,K2,66.3,174700,dual_feed,0.0,0.0,0,14.7,1,1,2024-02-22,2,5,2,0,0,41.52
IK-01-00053,GPZ 110/SN lubuskie-zachodni-03-04-00053,IK01,energy,GPZ 110/SN,0803004,0803,08,52.20171,14.57131,203.3,Operator Przesyłowy S.A. (fikc.),prywatna,K2,76.6,53236,dual_feed,0.0,0.0,0,10.0,1,1,2025-11-18,1,5,1,0,0,45.64
IK-01-00054,GPZ 110/SN świętokrzyskie-wschodni-08-03-00054,IK01,energy,GPZ 110/SN,2608003,2608,26,51.68205,19.39485,159.3,Gazoprzesył S.A. (fikc.),prywatna,K1,87.7,32809,dual_feed,0.0,0.0,0,8.1,1,0,2026-02-23,1,3,1,0,0,50.080000000000005
IK-01-00055,GPZ 110/SN pomorskie-miejski-17-06-00055,IK01,energy,GPZ 110/SN,2217006,2217,22,53.65435,18.05768,4.0,OSD Zachód (fikc.),publiczna,K1,86.3,113711,dual_feed,0.0,0.0,0,30.2,1,1,2025-07-12,2,9,2,0,0,49.519999999999996
IK-01-00056,GPZ 110/SN opolskie-północny-06-01-00056,IK01,energy,GPZ 110/SN,1606001,1606,16,50.84583,18.23894,297.0,Operator Przesyłowy S.A. (fikc.),prywatna,K2,59.4,104119,dual_feed,0.0,0.0,1,44.4,1,0,2025-12-14,2,20,2,0,0,38.76
IK-01-00057,GPZ 110/SN opolskie-miejski-11-01-00057,IK01,energy,GPZ 110/SN,1611001,1611,16,51.31132,17.58556,58.6,Paliwa Krajowe S.A. (fikc.),prywatna,K2,66.3,46759,dual_feed,0.0,0.0,1,28.4,0,1,2024-01-17,2,19,2,0,0,41.52
IK-01-00058,GPZ 110/SN podlaskie-miejski-17-04-00058,IK01,energy,GPZ 110/SN,2017004,2017,20,52.45988,23.04543,184.5,Operator Przesyłowy S.A. (fikc.),prywatna,K2,71.2,35465,dual_feed,0.0,0.0,0,41.8,1,1,2025-02-23,2,12,2,0,0,43.480000000000004
IK-01-00059,GPZ 110/SN podlaskie-miejski-05-03-00059,IK01,energy,GPZ 110/SN,2005003,2005,20,52.81259,23.50691,238.9,Paliwa Krajowe S.A. (fikc.),prywatna,K2,58.4,91683,dual_feed,0.0,0.0,0,18.2,1,1,2023-11-11,2,11,2,0,0,38.36
IK-01-00060,GPZ 110/SN mazowieckie-miejski-29-05-00060,IK01,energy,GPZ 110/SN,1429005,1429,14,52.74405,21.35995,10.3,OSD Południe (fikc.),publiczna,K1,89.9,68812,dual_feed,0.0,0.0,0,12.1,1,1,2024-12-21,1,57,1,0,0,50.96000000000001
IK-01-00061,GPZ 110/SN kujawsko-pomorskie-zachodni-09-06-00061,IK01,energy,GPZ 110/SN,0409006,0409,04,52.60488,18.38124,134.9,Gazoprzesył S.A. (fikc.),prywatna,K2,70.3,84836,dual_feed,0.0,0.0,0,34.0,1,0,2026-04-02,1,12,1,0,0,43.120000000000005
IK-01-00062,GPZ 110/SN świętokrzyskie-zachodni-03-03-00062,IK01,energy,GPZ 110/SN,2603003,2603,26,50.70104,19.92344,212.2,OSD Zachód (fikc.),prywatna,K2,66.7,52724,dual_feed,0.0,0.0,0,40.5,1,1,2024-11-24,1,23,1,0,0,41.68
IK-01-00063,GPZ 110/SN zachodniopomorskie-wschodni-14-04-00063,IK01,energy,GPZ 110/SN,3214004,3214,32,53.64678,15.49654,144.9,Paliwa Krajowe S.A. (fikc.),publiczna,K1,86.8,32506,dual_feed,0.0,0.0,0,41.8,1,1,2025-11-26,1,10,1,0,0,49.72
IK-01-00064,GPZ 110/SN lubelskie-wschodni-20-03-00064,IK01,energy,GPZ 110/SN,0620003,0620,06,50.6535,22.50598,210.4,Operator Przesyłowy S.A. (fikc.),prywatna,K1,86.3,104789,dual_feed,0.0,0.0,0,20.6,1,1,2025-03-17,2,8,2,0,0,49.519999999999996
IK-01-00065,GPZ 110/SN śląskie-wschodni-14-04-00065,IK01,energy,GPZ 110/SN,2414004,2414,24,50.37229,19.18712,41.4,OSD Zachód (fikc.),publiczna,K2,69.7,75743,dual_feed,0.0,0.0,0,23.3,1,1,2024-06-27,1,11,1,0,0,42.88
IK-01-00066,GPZ 110/SN świętokrzyskie-południowy-13-01-00066,IK01,energy,GPZ 110/SN,2613001,2613,26,51.45402,20.66078,265.2,Gazoprzesył S.A. (fikc.),prywatna,K2,71.2,32603,dual_feed,0.0,0.0,0,20.6,1,1,2025-03-25,2,6,2,0,0,43.480000000000004
IK-01-00067,GPZ 110/SN śląskie-północny-24-02-00067,IK01,energy,GPZ 110/SN,2424002,2424,24,50.25757,20.11265,104.1,OSD Zachód (fikc.),publiczna,K2,74.3,75848,dual_feed,0.0,0.0,0,32.6,1,1,2023-12-01,1,8,1,0,0,44.72
IK-01-00068,GPZ 110/SN zachodniopomorskie-zachodni-21-03-00068,IK01,energy,GPZ 110/SN,3221003,3221,32,53.6773,14.54302,250.6,Operator Przesyłowy S.A. (fikc.),prywatna,K1,81.9,25132,dual_feed,0.0,0.0,0,26.9,1,0,2023-09-06,2,6,2,0,0,47.760000000000005
IK-01-00069,GPZ 110/SN dolnośląskie-centralny-22-04-00069,IK01,energy,GPZ 110/SN,0222004,0222,02,50.74236,16.97011,298.8,Operator Przesyłowy S.A. (fikc.),publiczna,K2,77.3,43724,dual_feed,0.0,0.0,1,39.3,0,0,2025-09-15,2,20,2,0,0,45.92
IK-01-00070,GPZ 110/SN opolskie-południowy-01-02-00070,IK01,energy,GPZ 110/SN,1601002,1601,16,50.33882,18.04783,270.6,OSD Południe (fikc.),publiczna,K2,76.5,68651,dual_feed,0.0,0.0,1,29.6,1,1,2025-04-08,2,10,2,0,0,45.6
IK-01-00071,GPZ 110/SN dolnośląskie-wschodni-08-07-00071,IK01,energy,GPZ 110/SN,0208007,0208,02,51.3104,16.44654,89.4,Operator Przesyłowy S.A. (fikc.),publiczna,K1,87.7,118465,dual_feed,0.0,0.0,0,31.1,1,1,2025-05-19,2,22,2,0,0,50.080000000000005
IK-01-00072,GPZ 110/SN kujawsko-pomorskie-zachodni-15-04-00072,IK01,energy,GPZ 110/SN,0415004,0415,04,52.99089,18.74574,179.4,Paliwa Krajowe S.A. (fikc.),prywatna,K2,69.9,99171,dual_feed,0.0,0.0,0,17.5,1,0,2024-09-29,1,8,1,0,0,42.96
IK-01-00073,GPZ 110/SN podlaskie-wschodni-14-03-00073,IK01,energy,GPZ 110/SN,2014003,2014,20,53.34943,23.16121,194.7,Paliwa Krajowe S.A. (fikc.),prywatna,K1,93.8,41373,dual_feed,0.0,0.0,0,35.5,1,1,2023-03-11,2,29,2,0,0,52.52
IK-01-00074,GPZ 110/SN warmińsko-mazurskie-centralny-10-01-00074,IK01,energy,GPZ 110/SN,2810001,2810,28,54.31037,20.47674,4.0,Gazoprzesył S.A. (fikc.),prywatna,K3,53.6,37644,dual_feed,0.0,0.0,0,22.1,1,0,2023-05-23,1,13,1,0,0,36.44
IK-01-00075,GPZ 110/SN lubelskie-północny-24-03-00075,IK01,energy,GPZ 110/SN,0624003,0624,06,50.70103,22.78994,130.2,Paliwa Krajowe S.A. (fikc.),prywatna,K2,64.5,41322,dual_feed,0.0,0.0,0,20.8,0,1,2026-04-06,2,4,2,0,0,40.8
IK-01-00076,GPZ 110/SN łódzkie-miejski-11-02-00076,IK01,energy,GPZ 110/SN,1011002,1011,10,51.81919,19.9355,111.6,Operator Przesyłowy S.A. (fikc.),prywatna,K2,74.0,112059,dual_feed,0.0,0.0,0,22.0,1,1,2025-10-11,1,10,1,0,0,44.6
IK-01-00077,GPZ 110/SN opolskie-północny-06-05-00077,IK01,energy,GPZ 110/SN,1606005,1606,16,50.64818,18.26771,94.3,Operator Przesyłowy S.A. (fikc.),prywatna,K2,73.7,39329,dual_feed,0.0,0.0,1,33.5,1,1,2023-04-12,1,7,1,0,0,44.48
IK-01-00078,GPZ 110/SN dolnośląskie-południowy-19-05-00078,IK01,energy,GPZ 110/SN,0219005,0219,02,51.15596,16.51793,52.0,OSD Zachód (fikc.),prywatna,K3,36.9,59653,dual_feed,0.0,0.0,0,29.7,1,1,2026-06-05,2,20,2,0,0,29.759999999999998
IK-01-00079,GPZ 110/SN łódzkie-wschodni-20-05-00079,IK01,energy,GPZ 110/SN,1020005,1020,10,51.6725,19.48263,117.9,OSD Południe (fikc.),prywatna,K1,82.5,65235,dual_feed,0.0,0.0,0,22.5,1,1,2024-03-31,2,15,2,0,0,48.0
IK-01-00080,GPZ 110/SN świętokrzyskie-południowy-13-04-00080,IK01,energy,GPZ 110/SN,2613004,2613,26,51.61053,20.44926,225.8,Operator Przesyłowy S.A. (fikc.),prywatna,K1,82.6,23137,dual_feed,0.0,0.0,0,26.7,1,1,2024-02-02,1,1,1,0,0,48.04
IK-01-00081,GPZ 110/SN opolskie-północny-06-05-00081,IK01,energy,GPZ 110/SN,1606005,1606,16,50.61619,18.35165,307.5,Gazoprzesył S.A. (fikc.),prywatna,K2,76.6,80326,dual_feed,0.0,0.0,0,36.0,0,1,2026-02-15,2,2,2,0,0,45.64
IK-01-00082,GPZ 110/SN dolnośląskie-zachodni-27-05-00082,IK01,energy,GPZ 110/SN,0227005,0227,02,50.70917,16.54922,180.3,OSD Zachód (fikc.),prywatna,K2,67.9,115602,dual_feed,0.0,0.0,1,28.1,1,0,2025-06-17,2,15,2,0,0,42.16
IK-01-00083,GPZ 110/SN kujawsko-pomorskie-zachodni-09-07-00083,IK01,energy,GPZ 110/SN,0409007,0409,04,53.03419,18.1201,223.4,Operator Przesyłowy S.A. (fikc.),prywatna,K1,83.1,24776,dual_feed,0.0,0.0,0,31.1,1,1,2024-05-08,2,14,2,0,0,48.24
IK-01-00084,GPZ 110/SN warmińsko-mazurskie-zachodni-03-03-00084,IK01,energy,GPZ 110/SN,2803003,2803,28,52.9969,20.78763,19.6,Gazoprzesył S.A. (fikc.),prywatna,K3,50.4,30311,dual_feed,0.0,0.0,0,45.5,0,0,2025-01-04,1,3,1,0,0,35.160000000000004
IK-01-00085,GPZ 110/SN kujawsko-pomorskie-północny-12-03-00085,IK01,energy,GPZ 110/SN,0412003,0412,04,52.89213,18.47767,276.2,OSD Zachód (fikc.),prywatna,K2,74.8,36558,dual_feed,0.0,0.0,0,36.3,1,0,2024-09-19,2,7,2,0,0,44.92
IK-01-00086,GPZ 110/SN lubuskie-południowy-01-02-00086,IK01,energy,GPZ 110/SN,0801002,0801,08,52.22537,16.25844,296.5,OSD Zachód (fikc.),publiczna,K1,81.5,120090,dual_feed,0.0,0.0,0,21.5,1,1,2026-02-25,2,8,2,0,0,47.599999999999994
IK-01-00087,GPZ 110/SN dolnośląskie-północny-06-07-00087,IK01,energy,GPZ 110/SN,0206007,0206,02,51.24604,17.35747,132.8,Gazoprzesył S.A. (fikc.),prywatna,K2,61.9,54514,dual_feed,0.0,0.0,0,27.1,1,1,2025-12-03,2,20,2,0,0,39.76
