node_id,node_name,system_code,system_group,node_type,voivodeship_code,gmina_code,criticality_class,cascade_nodes,cascade_max_wave,cascade_systems,cascade_population,cascade_gminas,cascade_k1_nodes,first_secondary_hour,cascade_index,cascade_tier
IK-01-00122,GPZ 110/SN lubuskie-centralny-04-06-00122,IK01,energy,GPZ 110/SN,08,0804006,K2,15,2,6,79819,7,4,0.0,19.94,istotny
IK-01-00110,GPZ 110/SN podlaskie-południowy-07-06-00110,IK01,energy,GPZ 110/SN,20,2007006,K2,17,2,6,66587,3,5,0.0,19.89,istotny
IK-01-00042,GPZ 110/SN dolnośląskie-północny-18-04-00042,IK01,energy,GPZ 110/SN,02,0218004,K2,11,2,7,71135,4,2,0.0,19.79,istotny
IK-01-00127,GPZ 110/SN warmińsko-mazurskie-zachodni-15-06-00127,IK01,energy,GPZ 110/SN,28,2815006,K1,12,3,8,31355,4,3,2.9,19.78,istotny
IK-01-00125,GPZ 110/SN łódzkie-miejski-11-02-00125,IK01,energy,GPZ 110/SN,10,1011002,K2,13,2,6,80768,8,4,2.0,19.6,istotny
IK-01-00055,GPZ 110/SN pomorskie-miejski-17-06-00055,IK01,energy,GPZ 110/SN,22,2217006,K1,7,2,7,84018,3,1,0.0,19.42,istotny
IK-01-00231,GPZ 110/SN opolskie-zachodni-09-01-00231,IK01,energy,GPZ 110/SN,16,1609001,K2,12,3,7,65870,4,1,0.0,19.34,istotny
IK-01-00069,GPZ 110/SN dolnośląskie-centralny-22-04-00069,IK01,energy,GPZ 110/SN,02,0222004,K2,12,2,7,53577,5,3,2.5,19.28,istotny
IK-01-00194,GPZ 110/SN łódzkie-zachodni-21-05-00194,IK01,energy,GPZ 110/SN,10,1021005,K2,12,3,7,48942,5,3,0.0,19.01,istotny
IK-01-00166,GPZ 110/SN warmińsko-mazurskie-centralny-04-05-00166,IK01,energy,GPZ 110/SN,28,2804005,K3,11,2,6,82327,6,3,0.0,18.96,istotny
IK-01-00101,GPZ 110/SN śląskie-miejski-17-03-00101,IK01,energy,GPZ 110/SN,24,2417003,K2,11,2,6,79811,7,3,0.0,18.82,istotny
IK-01-00221,GPZ 110/SN opolskie-miejski-05-01-00221,IK01,energy,GPZ 110/SN,16,1605001,K2,14,3,6,63668,4,4,0.0,18.79,istotny
IK-01-00059,GPZ 110/SN podlaskie-miejski-05-03-00059,IK01,energy,GPZ 110/SN,20,2005003,K2,11,2,7,59769,5,1,0.0,18.78,istotny
IK-01-00039,stacja NN 400/220 kV wielkopolskie-południowy-01-03-00039,IK01,energy,stacja NN 400/220 kV,30,3001003,K1,12,4,7,39140,4,4,0.0,18.76,istotny
