node_id,node_name,system_code,system_group,node_type,voivodeship_code,gmina_code,criticality_class,cascade_nodes,cascade_max_wave,cascade_systems,cascade_population,cascade_gminas,cascade_k1_nodes,first_secondary_hour,cascade_index,cascade_tier
IK-01-00122,GPZ 110/SN lubuskie-centralny-04-06-00122,IK01,energy,GPZ 110/SN,08,0804006,K2,15,2,6,79819,7,4,0.0,19.94,istotny
IK-01-00110,GPZ 110/SN podlaskie-południowy-07-06-00110,IK01,energy,GPZ 110/SN,20,2007006,K2,17,2,6,66587,3,5,0.0,19.89,istotny
IK-01-00042,GPZ 110/SN dolnośląskie-północny-18-04-00042,IK01,energy,GPZ 110/SN,02,0218004,K2,11,2,7,71135,4,2,0.0,19.79,istotny
IK-01-00127,GPZ 110/SN warmińsko-mazurskie-zachodni-15-06-00127,IK01,energy,GPZ 110/SN,28,2815006,K1,12,3,8,31355,4,3,2.9,19.78,istotny
IK-01-00125,GPZ 110/SN łódzkie-miejski-11-02-00125,IK01,energy,GPZ 110/SN,10,1011002,K2,13,2,6,80768,8,4,2.0,19.6,istotny
IK-01-00055,GPZ 110/SN pomorskie-miejski-17-06-00055,IK01,energy,GPZ 110/SN,22,2217006,K1,7,2,7,84018,3,1,0.0,19.42,istotny
IK-01-00231,GPZ 110/SN opolskie-zachodni-09-01-00231,IK01,energy,GPZ 110/SN,16,1609001,K2,12,3,7,65870,4,1,0.0,19.34,istotny
IK-01-00069,GPZ 110/SN dolnośląskie-centralny-22-04-00069,IK01,energy,GPZ 110/SN,02,0222004,K2,12,2,7,53577,5,3,2.5,19.28,istotny
IK-01-00194,GPZ 110/SN łódzkie-zachodni-21-05-00194,IK01,energy,GPZ 110/SN,10,1021005,K2,12,3,7,48942,5,3,0.0,19.01,istotny
IK-01-00166,GPZ 110/SN warmińsko-mazurskie-centralny-04-05-00166,IK01,energy,GPZ 110/SN,28,2804005,K3,11,2,6,82327,6,3,0.0,18.96,istotny
IK-01-00101,GPZ 110/SN śląskie-miejski-17-03-00101,IK01,energy,GPZ 110/SN,24,2417003,K2,11,2,6,79811,7,3,0.0,18.82,istotny
IK-01-00221,GPZ 110/SN opolskie-miejski-05-01-00221,IK01,energy,GPZ 110/SN,16,1605001,K2,14,3,6,63668,4,4,0.0,18.79,istotny
IK-01-00059,GPZ 110/SN podlaskie-miejski-05-03-00059,IK01,energy,GPZ 110/SN,20,2005003,K2,11,2,7,59769,5,1,0.0,18.78,istotny
IK-01-00039,stacja NN 400/220 kV wielkopolskie-południowy-01-03-00039,IK01,energy,stacja NN 400/220 kV,30,3001003,K1,12,4,7,39140,4,4,0.0,18.76,istotny
IK-01-00224,GPZ 110/SN opolskie-południowy-07-03-00224,IK01,energy,GPZ 110/SN,16,1607003,K2,13,4,6,64621,6,4,0.0,18.65,istotny
IK-01-00116,GPZ 110/SN opolskie-zachodni-03-06-00116,IK01,energy,GPZ 110/SN,16,1603006,K3,15,3,6,68018,5,2,0.0,18.58,istotny
IK-01-00185,GPZ 110/SN opolskie-południowy-07-04-00185,IK01,energy,GPZ 110/SN,16,1607004,K2,15,2,6,36450,5,7,0.0,18.38,istotny
IK-01-00195,GPZ 110/SN zachodniopomorskie-północny-12-04-00195,IK01,energy,GPZ 110/SN,32,3212004,K2,12,3,6,71476,5,1,0.0,17.85,istotny
IK-01-00064,GPZ 110/SN lubelskie-wschodni-20-03-00064,IK01,energy,GPZ 110/SN,06,0620003,K1,9,3,6,60234,3,4,0.0,17.59,istotny
IK-01-00214,GPZ 110/SN opolskie-miejski-11-06-00214,IK01,energy,GPZ 110/SN,16,1611006,K2,9,3,6,59151,3,4,0.0,17.53,istotny
IK-01-00007,stacja NN 400/220 kV kujawsko-pomorskie-miejski-11-01-00007,IK01,energy,stacja NN 400/220 kV,04,0411001,K1,10,3,6,64626,7,2,0.0,17.39,istotny
IK-01-00200,GPZ 110/SN zachodniopomorskie-południowy-01-01-00200,IK01,energy,GPZ 110/SN,32,3201001,K2,6,2,4,148966,4,0,0.0,17.28,istotny
IK-01-00031,stacja NN 400/220 kV małopolskie-miejski-11-01-00031,IK01,energy,stacja NN 400/220 kV,12,1211001,K1,10,3,5,99901,7,0,0.0,16.99,istotny
IK-01-00065,GPZ 110/SN śląskie-wschodni-14-04-00065,IK01,energy,GPZ 110/SN,24,2414004,K2,10,2,6,57723,7,2,0.0,16.98,istotny
IK-01-00174,GPZ 110/SN opolskie-północny-06-01-00174,IK01,energy,GPZ 110/SN,16,1606001,K1,13,3,6,44959,4,2,0.5,16.82,istotny
IK-01-00212,GPZ 110/SN pomorskie-centralny-04-05-00212,IK01,energy,GPZ 110/SN,22,2204005,K1,9,2,6,45344,4,3,3.8,16.38,istotny
IK-01-00227,GPZ 110/SN podkarpackie-wschodni-08-06-00227,IK01,energy,GPZ 110/SN,18,1808006,K1,16,3,5,18782,2,9,2.8,16.38,istotny
IK-01-00106,GPZ 110/SN śląskie-północny-06-01-00106,IK01,energy,GPZ 110/SN,24,2406001,K2,9,3,7,16678,3,2,0.0,16.17,istotny
IK-01-00182,GPZ 110/SN małopolskie-południowy-01-07-00182,IK01,energy,GPZ 110/SN,12,1201007,K2,9,2,5,89348,6,0,1.1,16.16,istotny
IK-01-00205,GPZ 110/SN dolnośląskie-północny-06-03-00205,IK01,energy,GPZ 110/SN,02,0206003,K2,11,2,6,34696,4,3,0.0,16.15,istotny
IK-01-00093,GPZ 110/SN podkarpackie-północny-24-04-00093,IK01,energy,GPZ 110/SN,18,1824004,K2,11,2,6,31883,4,3,2.3,15.98,istotny
IK-01-00058,GPZ 110/SN podlaskie-miejski-17-04-00058,IK01,energy,GPZ 110/SN,20,2017004,K2,9,2,6,47795,5,1,0.0,15.86,istotny
IK-01-00223,GPZ 110/SN pomorskie-centralny-16-06-00223,IK01,energy,GPZ 110/SN,22,2216006,K2,7,2,4,115315,6,1,0.0,15.82,istotny
IK-01-00155,GPZ 110/SN opolskie-zachodni-03-03-00155,IK01,energy,GPZ 110/SN,16,1603003,K1,11,2,6,23461,3,4,2.1,15.81,istotny
IK-01-00070,GPZ 110/SN opolskie-południowy-01-02-00070,IK01,energy,GPZ 110/SN,16,1601002,K2,11,2,6,26157,4,3,0.0,15.64,istotny
IK-01-00142,GPZ 110/SN wielkopolskie-wschodni-14-01-00142,IK01,energy,GPZ 110/SN,30,3014001,K2,10,2,4,100329,6,1,0.0,15.53,istotny
IK-01-00230,GPZ 110/SN dolnośląskie-wschodni-02-06-00230,IK01,energy,GPZ 110/SN,02,0202006,K1,7,2,4,107261,6,1,0.9,15.34,istotny
IK-01-00040,stacja NN 400/220 kV pomorskie-północny-18-03-00040,IK01,energy,stacja NN 400/220 kV,22,2218003,K1,14,3,5,12805,2,8,0.0,15.29,istotny
IK-01-00150,GPZ 110/SN świętokrzyskie-centralny-10-04-00150,IK01,energy,GPZ 110/SN,26,2610004,K2,9,2,4,98363,5,1,0.0,15.21,istotny
IK-01-00086,GPZ 110/SN lubuskie-południowy-01-02-00086,IK01,energy,GPZ 110/SN,08,0801002,K1,9,3,6,24279,2,3,1.1,15.13,istotny
IK-01-00141,GPZ 110/SN śląskie-zachodni-33-06-00141,IK01,energy,GPZ 110/SN,24,2433006,K2,6,2,4,100694,5,2,0.0,15.09,istotny
IK-01-00177,GPZ 110/SN opolskie-południowy-01-03-00177,IK01,energy,GPZ 110/SN,16,1601003,K2,12,3,6,10079,2,3,7.0,14.89,istotny
IK-01-00191,GPZ 110/SN pomorskie-północny-18-02-00191,IK01,energy,GPZ 110/SN,22,2218002,K1,13,2,5,12805,2,7,1.9,14.76,istotny
IK-01-00076,GPZ 110/SN łódzkie-miejski-11-02-00076,IK01,energy,GPZ 110/SN,10,1011002,K2,7,2,4,77716,6,4,1.7,14.59,istotny
IK-01-00083,GPZ 110/SN kujawsko-pomorskie-zachodni-09-07-00083,IK01,energy,GPZ 110/SN,04,0409007,K1,9,2,5,56795,6,1,0.0,14.57,istotny
IK-01-00219,GPZ 110/SN kujawsko-pomorskie-południowy-07-05-00219,IK01,energy,GPZ 110/SN,04,0407005,K1,5,1,5,74660,3,0,0.0,14.5,istotny
IK-01-00004,stacja NN 400/220 kV opolskie-północny-06-03-00004,IK01,energy,stacja NN 400/220 kV,16,1606003,K1,10,3,5,29306,4,5,0.0,14.48,istotny
IK-01-00115,GPZ 110/SN zachodniopomorskie-miejski-17-03-00115,IK01,energy,GPZ 110/SN,32,3217003,K2,8,2,4,76497,4,2,0.0,14.05,istotny
IK-01-00157,GPZ 110/SN lubelskie-centralny-22-03-00157,IK01,energy,GPZ 110/SN,06,0622003,K2,8,3,5,49404,4,1,0.0,13.94,istotny
IK-02-00480,węzeł szkieletowy telekom podlaskie-miejski-11-06-00480,IK02,telecom,węzeł szkieletowy telekom,20,2011006,K2,16,2,5,0,0,5,0.28,13.93,istotny
IK-01-00072,GPZ 110/SN kujawsko-pomorskie-zachodni-15-04-00072,IK01,energy,GPZ 110/SN,04,0415004,K2,6,2,5,43251,3,3,1.8,13.84,istotny
IK-01-00228,GPZ 110/SN lubelskie-południowy-13-06-00228,IK01,energy,GPZ 110/SN,06,0613006,K2,9,2,4,73739,5,1,0.0,13.76,istotny
IK-01-00131,GPZ 110/SN kujawsko-pomorskie-centralny-16-07-00131,IK01,energy,GPZ 110/SN,04,0416007,K2,7,2,3,97467,7,3,0.0,13.61,istotny
IK-06-01079,ujęcie wody mazowieckie-miejski-11-01-01079,IK06,water,ujęcie wody,14,1411001,K1,2,1,2,156475,2,0,2.49,13.29,istotny
IK-01-00130,GPZ 110/SN świętokrzyskie-wschodni-02-04-00130,IK01,energy,GPZ 110/SN,26,2602004,K1,8,2,5,25134,3,2,0.0,12.83,istotny
IK-01-00237,GPZ 110/SN lubelskie-wschodni-02-02-00237,IK01,energy,GPZ 110/SN,06,0602002,K1,6,2,4,49502,6,4,1.5,12.73,istotny
IK-01-00056,GPZ 110/SN opolskie-północny-06-01-00056,IK01,energy,GPZ 110/SN,16,1606001,K2,9,2,4,43243,3,3,0.0,12.62,istotny
IK-01-00163,GPZ 110/SN dolnośląskie-wschodni-02-06-00163,IK01,energy,GPZ 110/SN,02,0202006,K2,5,2,4,67461,2,1,1.7,12.59,istotny
IK-01-00170,GPZ 110/SN dolnośląskie-miejski-23-04-00170,IK01,energy,GPZ 110/SN,02,0223004,K2,8,2,5,19497,3,2,0.0,12.5,istotny
IK-01-00050,GPZ 110/SN wielkopolskie-zachodni-15-06-00050,IK01,energy,GPZ 110/SN,30,3015006,K1,6,2,5,25359,3,2,0.0,12.45,istotny
IK-01-00164,GPZ 110/SN warmińsko-mazurskie-północny-18-04-00164,IK01,energy,GPZ 110/SN,28,2818004,K1,5,1,4,63978,4,1,0.0,12.38,istotny
IK-01-00144,GPZ 110/SN lubelskie-północny-06-06-00144,IK01,energy,GPZ 110/SN,06,0606006,K3,10,2,4,48448,5,0,0.0,12.12,istotny
IK-01-00216,GPZ 110/SN łódzkie-południowy-07-04-00216,IK01,energy,GPZ 110/SN,10,1007004,K3,3,1,3,102016,3,0,0.0,12.09,istotny
IK-01-00145,GPZ 110/SN kujawsko-pomorskie-wschodni-08-07-00145,IK01,energy,GPZ 110/SN,04,0408007,K3,7,3,5,17721,2,1,0.9,11.86,istotny
IK-01-00178,GPZ 110/SN śląskie-zachodni-21-03-00178,IK01,energy,GPZ 110/SN,24,2421003,K1,6,3,5,15125,3,2,0.0,11.84,istotny
IK-01-00199,GPZ 110/SN opolskie-południowy-01-03-00199,IK01,energy,GPZ 110/SN,16,1601003,K1,8,2,5,13644,2,1,6.8,11.82,istotny
IK-01-00094,GPZ 110/SN zachodniopomorskie-centralny-10-05-00094,IK01,energy,GPZ 110/SN,32,3210005,K2,9,2,4,25050,3,3,1.4,11.54,istotny
IK-01-00091,GPZ 110/SN dolnośląskie-południowy-13-02-00091,IK01,energy,GPZ 110/SN,02,0213002,K2,8,2,4,31549,5,2,0.0,11.39,istotny
IK-01-00067,GPZ 110/SN śląskie-północny-24-02-00067,IK01,energy,GPZ 110/SN,24,2424002,K2,6,2,4,49520,5,0,0.0,11.39,istotny
