node_id,node_name,system_code,system_group,node_type,voivodeship_code,powiat_code,gmina_code,criticality_class,population_served,fail_hour,wave,cause_node_id,cause_dependency,gmina_name,cause_node_name,fail_time
IK-09-01862,jednostka ratowniczo-gaśnicza PSP dolnośląskie-zachodni-15-03-01862,IK09,rescue,jednostka ratowniczo-gaśnicza PSP,02,0215,0215003,K2,28669,0.0,0,,seed,gmina dolnośląskie-zachodni-15-03,,2026-09-12T06:00+0200
IK-09-01895,centrum powiadamiania ratunkowego dolnośląskie-centralny-22-02-01895,IK09,rescue,centrum powiadamiania ratunkowego,02,0222,0222002,K1,597136,0.0,0,,seed,gmina dolnośląskie-centralny-22-02,,2026-09-12T06:00+0200
IK-09-01903,centrum powiadamiania ratunkowego dolnośląskie-centralny-28-03-01903,IK09,rescue,centrum powiadamiania ratunkowego,02,0228,0228003,K1,1389490,0.0,0,,seed,gmina dolnośląskie-centralny-28-03,,2026-09-12T06:00+0200
IK-10-01930,centrum zarządzania kryzysowego dolnośląskie-południowy-13-01-01930,IK10,admin,centrum zarządzania kryzysowego,02,0213,0213001,K1,230577,0.0,0,,seed,gmina dolnośląskie-południowy-13-01,,2026-09-12T06:00+0200
IK-10-01971,centrum zarządzania kryzysowego dolnośląskie-centralny-04-01-01971,IK10,admin,centrum zarządzania kryzysowego,02,0204,0204001,K1,1584779,0.0,0,,seed,gmina dolnośląskie-centralny-04-01,,2026-09-12T06:00+0200
IK-10-02017,węzeł teleinformatyczny urzędu dolnośląskie-północny-24-05-02017,IK10,admin,węzeł teleinformatyczny urzędu,02,0224,0224005,K3,77405,0.0,0,,seed,gmina dolnośląskie-północny-24-05,,2026-09-12T06:00+0200
IK-03-00790,system rejestrów państwowych dolnośląskie-północny-18-02-00790,IK03,ict,system rejestrów państwowych,02,0218,0218002,K1,427252,0.55,1,IK-02-00438,telecom,gmina dolnośląskie-północny-18-02,węzeł szkieletowy telekom dolnośląskie-północny-06-01-00438,2026-09-12T06:33+0200
IK-03-00717,centrum przetwarzania danych dolnośląskie-północny-24-06-00717,IK03,ict,centrum przetwarzania danych,02,0224,0224006,K1,3200000,0.62,1,IK-02-00445,telecom,gmina dolnośląskie-północny-24-06,węzeł szkieletowy telekom dolnośląskie-wschodni-26-02-00445,2026-09-12T06:37+0200
IK-04-00847,centrum rozliczeniowe dolnośląskie-północny-18-01-00847,IK04,finance,centrum rozliczeniowe,02,0218,0218001,K1,1116994,0.65,1,IK-02-00438,telecom,gmina dolnośląskie-północny-18-01,węzeł szkieletowy telekom dolnośląskie-północny-06-01-00438,2026-09-12T06:39+0200
IK-03-00807,system rejestrów państwowych dolnośląskie-zachodni-15-04-00807,IK03,ict,system rejestrów państwowych,02,0215,0215004,K1,1548800,0.65,1,IK-02-00455,telecom,gmina dolnośląskie-zachodni-15-04,węzeł szkieletowy telekom dolnośląskie-miejski-05-01-00455,2026-09-12T06:39+0200
IK-02-00592,węzeł agregacyjny/RAN hub dolnośląskie-północny-24-04-00592,IK02,telecom,węzeł agregacyjny/RAN hub,02,0224,0224004,K3,72602,0.69,1,IK-03-00796,ict,gmina dolnośląskie-północny-24-04,system rejestrów państwowych dolnośląskie-zachodni-21-07-00796,2026-09-12T06:41+0200
IK-10-01929,centrum zarządzania kryzysowego dolnośląskie-centralny-10-06-01929,IK10,admin,centrum zarządzania kryzysowego,02,0210,0210006,K1,355113,0.71,1,IK-03-00796,ict,gmina dolnośląskie-centralny-10-06,system rejestrów państwowych dolnośląskie-zachodni-21-07-00796,2026-09-12T06:42+0200
IK-10-02008,węzeł teleinformatyczny urzędu dolnośląskie-zachodni-15-05-02008,IK10,admin,węzeł teleinformatyczny urzędu,02,0215,0215005,K2,217995,0.75,1,IK-02-00438,telecom,gmina dolnośląskie-zachodni-15-05,węzeł szkieletowy telekom dolnośląskie-północny-06-01-00438,2026-09-12T06:45+0200
IK-09-01825,jednostka ratowniczo-gaśnicza PSP dolnośląskie-północny-06-02-01825,IK09,rescue,jednostka ratowniczo-gaśnicza PSP,02,0206,0206002,K2,16109,0.88,1,IK-02-00438,telecom,gmina dolnośląskie-północny-06-02,węzeł szkieletowy telekom dolnośląskie-północny-06-01-00438,2026-09-12T06:52+0200
IK-01-00013,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,IK01,energy,stacja NN 400/220 kV,02,0215,0215006,K1,382971,1.0,0,,seed,gmina dolnośląskie-zachodni-15-06,,2026-09-12T07:00+0200
IK-02-00436,węzeł szkieletowy telekom dolnośląskie-północny-12-04-00436,IK02,telecom,węzeł szkieletowy telekom,02,0212,0212004,K1,301355,1.0,0,,seed,gmina dolnośląskie-północny-12-04,,2026-09-12T07:00+0200
IK-02-00635,węzeł agregacyjny/RAN hub dolnośląskie-miejski-17-07-00635,IK02,telecom,węzeł agregacyjny/RAN hub,02,0217,0217007,K3,57838,1.0,0,,seed,gmina dolnośląskie-miejski-17-07,,2026-09-12T07:00+0200
IK-05-00960,chłodnia składowa dolnośląskie-zachodni-03-01-00960,IK05,food,chłodnia składowa,02,0203,0203001,K3,202533,1.0,0,,seed,gmina dolnośląskie-zachodni-03-01,,2026-09-12T07:00+0200
IK-06-01155,stacja uzdatniania wody dolnośląskie-wschodni-02-03-01155,IK06,water,stacja uzdatniania wody,02,0202,0202003,K1,27472,1.0,0,,seed,gmina dolnośląskie-wschodni-02-03,,2026-09-12T07:00+0200
IK-07-01467,szpital powiatowy dolnośląskie-zachodni-27-07-01467,IK07,health,szpital powiatowy,02,0227,0227007,K2,171977,1.0,0,,seed,gmina dolnośląskie-zachodni-27-07,,2026-09-12T07:00+0200
IK-09-01817,jednostka ratowniczo-gaśnicza PSP dolnośląskie-wschodni-14-03-01817,IK09,rescue,jednostka ratowniczo-gaśnicza PSP,02,0214,0214003,K2,68076,1.0,0,,seed,gmina dolnośląskie-wschodni-14-03,,2026-09-12T07:00+0200
IK-09-01926,baza lotniczego pogotowia dolnośląskie-wschodni-02-01-01926,IK09,rescue,baza lotniczego pogotowia,02,0202,0202001,K2,661289,1.0,0,,seed,gmina dolnośląskie-wschodni-02-01,,2026-09-12T07:00+0200
IK-10-01941,centrum zarządzania kryzysowego dolnośląskie-centralny-28-04-01941,IK10,admin,centrum zarządzania kryzysowego,02,0228,0228004,K1,163415,1.0,0,,seed,gmina dolnośląskie-centralny-28-04,,2026-09-12T07:00+0200
IK-10-01970,centrum zarządzania kryzysowego dolnośląskie-zachodni-15-03-01970,IK10,admin,centrum zarządzania kryzysowego,02,0215,0215003,K1,512671,1.0,0,,seed,gmina dolnośląskie-zachodni-15-03,,2026-09-12T07:00+0200
IK-01-00049,GPZ 110/SN dolnośląskie-miejski-23-03-00049,IK01,energy,GPZ 110/SN,02,0223,0223003,K3,23985,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-miejski-23-03,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00069,GPZ 110/SN dolnośląskie-centralny-22-04-00069,IK01,energy,GPZ 110/SN,02,0222,0222004,K2,43724,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-centralny-22-04,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00078,GPZ 110/SN dolnośląskie-południowy-19-05-00078,IK01,energy,GPZ 110/SN,02,0219,0219005,K3,59653,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-południowy-19-05,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00112,GPZ 110/SN dolnośląskie-wschodni-14-04-00112,IK01,energy,GPZ 110/SN,02,0214,0214004,K2,49678,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-wschodni-14-04,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00120,GPZ 110/SN dolnośląskie-centralny-28-06-00120,IK01,energy,GPZ 110/SN,02,0228,0228006,K2,28944,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-centralny-28-06,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00143,GPZ 110/SN dolnośląskie-centralny-10-05-00143,IK01,energy,GPZ 110/SN,02,0210,0210005,K2,86617,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-centralny-10-05,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00154,GPZ 110/SN dolnośląskie-zachodni-03-02-00154,IK01,energy,GPZ 110/SN,02,0203,0203002,K2,82349,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-zachodni-03-02,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00192,GPZ 110/SN dolnośląskie-wschodni-26-06-00192,IK01,energy,GPZ 110/SN,02,0226,0226006,K2,32807,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-wschodni-26-06,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00193,GPZ 110/SN dolnośląskie-zachodni-21-06-00193,IK01,energy,GPZ 110/SN,02,0221,0221006,K2,92353,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-zachodni-21-06,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00217,GPZ 110/SN dolnośląskie-wschodni-26-05-00217,IK01,energy,GPZ 110/SN,02,0226,0226005,K2,50263,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-wschodni-26-05,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00225,GPZ 110/SN dolnośląskie-południowy-07-01-00225,IK01,energy,GPZ 110/SN,02,0207,0207001,K1,62303,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-południowy-07-01,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00233,GPZ 110/SN dolnośląskie-wschodni-14-06-00233,IK01,energy,GPZ 110/SN,02,0214,0214006,K2,83395,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-wschodni-14-06,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-01-00238,GPZ 110/SN dolnośląskie-południowy-01-06-00238,IK01,energy,GPZ 110/SN,02,0201,0201006,K1,66617,1.0,1,IK-01-00013,electricity,gmina dolnośląskie-południowy-01-06,stacja NN 400/220 kV dolnośląskie-zachodni-15-06-00013,2026-09-12T07:00+0200
IK-02-00670,węzeł agregacyjny/RAN hub dolnośląskie-zachodni-15-06-00670,IK02,telecom,węzeł agregacyjny/RAN hub,02,0215,0215006,K3,36556,1.0,2,IK-01-00049,electricity,gmina dolnośląskie-zachodni-15-06,GPZ 110/SN dolnośląskie-miejski-23-03-00049,2026-09-12T07:00+0200
IK-08-01672,most/przeprawa krytyczna dolnośląskie-centralny-04-03-01672,IK08,transport,most/przeprawa krytyczna,02,0204,0204003,K2,68902,1.0,2,IK-01-00049,electricity,gmina dolnośląskie-centralny-04-03,GPZ 110/SN dolnośląskie-miejski-23-03-00049,2026-09-12T07:00+0200
IK-01-00359,magazyn/terminal paliw dolnośląskie-południowy-19-04-00359,IK01,energy,magazyn/terminal paliw,02,0219,0219004,K2,154275,1.0,2,IK-01-00049,electricity,gmina dolnośląskie-południowy-19-04,GPZ 110/SN dolnośląskie-miejski-23-03-00049,2026-09-12T07:00+0200
IK-08-01683,most/przeprawa krytyczna dolnośląskie-wschodni-26-07-01683,IK08,transport,most/przeprawa krytyczna,02,0226,0226007,K3,71392,1.0,2,IK-01-00078,electricity,gmina dolnośląskie-wschodni-26-07,GPZ 110/SN dolnośląskie-południowy-19-05-00078,2026-09-12T07:00+0200
IK-08-01700,most/przeprawa krytyczna dolnośląskie-wschodni-14-04-01700,IK08,transport,most/przeprawa krytyczna,02,0214,0214004,K2,58221,1.0,2,IK-01-00112,electricity,gmina dolnośląskie-wschodni-14-04,GPZ 110/SN dolnośląskie-wschodni-14-04-00112,2026-09-12T07:00+0200
IK-07-01539,centrum dializ dolnośląskie-południowy-19-02-01539,IK07,health,centrum dializ,02,0219,0219002,K3,1146,1.0,2,IK-01-00120,electricity,gmina dolnośląskie-południowy-19-02,GPZ 110/SN dolnośląskie-centralny-28-06-00120,2026-09-12T07:00+0200
IK-01-00360,magazyn/terminal paliw dolnośląskie-południowy-07-02-00360,IK01,energy,magazyn/terminal paliw,02,0207,0207002,K2,1087642,1.0,2,IK-01-00192,electricity,gmina dolnośląskie-południowy-07-02,GPZ 110/SN dolnośląskie-wschodni-26-06-00192,2026-09-12T07:00+0200
IK-03-00764,węzeł sieci rządowej dolnośląskie-centralny-10-01-00764,IK03,ict,węzeł sieci rządowej,02,0210,0210001,K1,456053,1.0,2,IK-01-00193,electricity,gmina dolnośląskie-centralny-10-01,GPZ 110/SN dolnośląskie-zachodni-21-06-00193,2026-09-12T07:00+0200
IK-05-01013,zakład przetwórstwa spożywczego dolnośląskie-wschodni-26-04-01013,IK05,food,zakład przetwórstwa spożywczego,02,0226,0226004,K3,88031,1.0,2,IK-01-00193,electricity,gmina dolnośląskie-wschodni-26-04,GPZ 110/SN dolnośląskie-zachodni-21-06-00193,2026-09-12T07:00+0200
IK-01-00402,stacja redukcyjna gazu dolnośląskie-wschodni-14-01-00402,IK01,energy,stacja redukcyjna gazu,02,0214,0214001,K2,79129,1.0,2,IK-01-00193,electricity,gmina dolnośląskie-wschodni-14-01,GPZ 110/SN dolnośląskie-zachodni-21-06-00193,2026-09-12T07:00+0200
IK-02-00476,węzeł szkieletowy telekom dolnośląskie-centralny-04-06-00476,IK02,telecom,węzeł szkieletowy telekom,02,0204,0204006,K2,1252150,1.0,2,IK-01-00217,electricity,gmina dolnośląskie-centralny-04-06,GPZ 110/SN dolnośląskie-wschodni-26-05-00217,2026-09-12T07:00+0200
IK-05-01016,zakład przetwórstwa spożywczego dolnośląskie-centralny-28-04-01016,IK05,food,zakład przetwórstwa spożywczego,02,0228,0228004,K3,322260,1.0,2,IK-01-00217,electricity,gmina dolnośląskie-centralny-28-04,GPZ 110/SN dolnośląskie-wschodni-26-05-00217,2026-09-12T07:00+0200
IK-06-01355,oczyszczalnia ścieków dolnośląskie-miejski-05-01-01355,IK06,water,oczyszczalnia ścieków,02,0205,0205001,K3,103081,1.0,2,IK-01-00217,electricity,gmina dolnośląskie-miejski-05-01,GPZ 110/SN dolnośląskie-wschodni-26-05-00217,2026-09-12T07:00+0200
IK-08-01671,most/przeprawa krytyczna dolnośląskie-południowy-25-04-01671,IK08,transport,most/przeprawa krytyczna,02,0225,0225004,K2,91619,1.0,2,IK-01-00233,electricity,gmina dolnośląskie-południowy-25-04,GPZ 110/SN dolnośląskie-wschodni-14-06-00233,2026-09-12T07:00+0200
IK-10-01981,centrum zarządzania kryzysowego dolnośląskie-zachodni-15-04-01981,IK10,admin,centrum zarządzania kryzysowego,02,0215,0215004,K1,882029,1.15,2,IK-03-00807,ict,gmina dolnośląskie-zachodni-15-04,system rejestrów państwowych dolnośląskie-zachodni-15-04-00807,2026-09-12T07:09+0200
IK-04-00892,hurtownia wartości/gotówki dolnośląskie-centralny-28-04-00892,IK04,finance,hurtownia wartości/gotówki,02,0228,0228004,K3,451481,1.22,3,IK-02-00476,telecom,gmina dolnośląskie-centralny-28-04,węzeł szkieletowy telekom dolnośląskie-centralny-04-06-00476,2026-09-12T07:13+0200
IK-04-00860,centrum przetwarzania banku dolnośląskie-wschodni-20-01-00860,IK04,finance,centrum przetwarzania banku,02,0220,0220001,K2,916446,1.28,3,IK-02-00476,telecom,gmina dolnośląskie-wschodni-20-01,węzeł szkieletowy telekom dolnośląskie-centralny-04-06-00476,2026-09-12T07:16+0200
IK-10-01939,centrum zarządzania kryzysowego dolnośląskie-zachodni-15-02-01939,IK10,admin,centrum zarządzania kryzysowego,02,0215,0215002,K2,489465,1.37,2,IK-03-00807,ict,gmina dolnośląskie-zachodni-15-02,system rejestrów państwowych dolnośląskie-zachodni-15-04-00807,2026-09-12T07:22+0200
IK-04-00843,centrum rozliczeniowe dolnośląskie-wschodni-20-02-00843,IK04,finance,centrum rozliczeniowe,02,0220,0220002,K2,1841060,1.42,3,IK-02-00476,telecom,gmina dolnośląskie-wschodni-20-02,węzeł szkieletowy telekom dolnośląskie-centralny-04-06-00476,2026-09-12T07:25+0200
IK-04-00916,hurtownia wartości/gotówki dolnośląskie-centralny-04-03-00916,IK04,finance,hurtownia wartości/gotówki,02,0204,0204003,K2,183145,1.5,3,IK-03-00764,ict,gmina dolnośląskie-centralny-04-03,węzeł sieci rządowej dolnośląskie-centralny-10-01-00764,2026-09-12T07:30+0200
